,pred
2642,216990.0975221915
2643,237030.41717518604
2644,127674.81219483356
2645,133388.91377629264
2646,276659.4350317887
2647,228631.05528105548
2648,127535.2471523392
2649,109273.98720755593
2650,110807.98464024131
2651,246678.85229271682
2652,340588.49199022335
2653,334969.4686690719
2654,216019.50355246078
2655,181512.15899429406
2656,204471.68821757328
2657,156624.79393779885
2658,148423.43185019557
2659,252769.6450863967
2660,270889.7472259072
2661,217302.82978287246
2662,165785.09864532657
2663,158868.9246839132
2664,174484.20475470836
2665,133607.50976649244
2666,151970.70375029978
2667,297057.6612104236
2668,250212.84573098455
2669,250066.28838977317
2670,210660.09834857885
2671,127103.41362302063
2672,231954.59086497678
2673,154557.36643750416
2674,269710.73042712256
2675,67487.19257782065
2676,180586.04940942995
2677,219293.87417170434
2678,306469.0533910708
2679,175502.56684312224
2680,188834.26180176288
2681,173642.2864325347
2682,325800.30046544055
2683,279317.35904403566
2684,177241.41991589073
2685,146625.55504430138
2686,379381.91602007084
2687,175804.5463373484
2688,164793.54691297008
2689,151582.90189474923
2690,130926.48042293948
2691,211413.6363674854
2692,385735.5754018951
2693,90337.08130097497
2694,194082.65826709138
2695,373058.2842717491
2696,172678.07338930777
2697,245074.32322438492
2698,283136.22509613546
2699,183329.91052568398
2700,159943.63727218207
2701,225413.86196895884
2702,288420.43992860225
2703,226549.11609531072
2704,213142.52383930402
2705,200040.58688820602
2706,129142.32989891594
2707,152108.51013856972
2708,274411.9469312714
2709,263741.41570356715
2710,160709.16664754105
2711,158005.83565133373
2712,151293.94640663796
2713,400292.8455815978
2714,209391.89440785974
2715,202658.23393354326
2716,219172.6078331757
2717,74400.50464386557
2718,165067.48309633855
2719,155677.42843337185
2720,140043.7218882026
2721,223193.44022776748
2722,400059.2810607005
2723,177068.05063415898
2724,273461.1035604286
2725,278049.28851374955
2726,144552.94495308385
2727,166862.89462376604
2728,193335.06453220808
2729,172528.379420068
2730,134927.78791055345
2731,143645.0908282216
2732,142435.16234354893
2733,192977.07849412455
2734,192686.35823168856
2735,227795.77315628447
2736,285388.19746035483
2737,148606.71886438626
2738,239638.56450141422
2739,208435.8078401091
2740,227179.72345097107
2741,252050.73886940704
2742,252539.8854232091
2743,169244.44890219969
2744,164495.21526538793
2745,192850.4735062238
2746,198760.35566903168
2747,121870.3266832073
2748,127922.97390491526
2749,137961.53807414186
2750,238804.8353883389
2751,379328.2705274033
2752,148957.5880872402
2753,169851.09819737793
2754,91388.77523305084
2755,169239.8126308814
2756,178797.934943093
2757,324751.5779882673
2758,235733.20961469648
2759,159634.688685464
2760,155106.584869196
2761,424921.8680470947
2762,208762.73417923207
2763,203410.8676460951
2764,267669.6267810821
2765,328838.84761323023
2766,247253.56792046284
2767,172285.09291938713
2768,148226.0514066584
2769,208109.2091974013
2770,207453.77975912997
2771,326449.70088366856
2772,306267.44881839346
2773,241520.47805835088
2774,161580.5791517343
2775,128213.89851337828
2776,420680.9469424138
2777,182618.14234267978
2778,203409.18643503016
2779,191392.99030336275
2780,140054.21051142085
2781,173226.17019977057
2782,233650.5784182221
2783,156119.7204505964
2784,210371.2101731451
2785,424297.74323037284
2786,230126.5896729939
2787,195447.67616762198
2788,146027.02590553198
2789,183031.30464664506
2790,196618.7561551547
2791,304634.72669835505
2792,188472.57695374324
2793,122051.50014735467
2794,180564.91479423648
2795,140946.20150626288
2796,230258.62713015158
2797,212108.19396268888
2798,253966.10532462408
2799,141754.2244770497
2800,195683.82533256183
2801,144004.892514258
2802,228708.38052114146
2803,321429.64031836134
2804,371029.35203283356
2805,174348.07286907316
2806,241391.5056770866
2807,157424.8168721355
2808,201137.62889800215
2809,130842.45985906586
2810,194265.06666893224
2811,200830.39821163708
2812,186708.00145765004
2813,285455.9346101539
2814,271424.1047999682
2815,232317.0008930523
2816,278532.8293633546
2817,192149.64544222117
2818,209928.31339904937
2819,250292.02370525722
2820,172661.19008510295
2821,305907.3962126714
2822,300116.49484648835
2823,186026.30602134476
2824,172162.7864913576
2825,262636.6762913792
2826,106020.37805962695
2827,181182.25961080898
2828,336962.5186301288
2829,284043.49783508206
2830,160734.6708630819
2831,244813.34000056767
2832,151920.5532074637
2833,160642.64797352476
2834,179781.91956440712
2835,177194.1235046555
2836,321399.99218295206
2837,140124.52054221742
2838,197820.91129012598
2839,398497.0963571522
2840,166786.29833177052
2841,143238.38448915808
2842,322057.6139846175
2843,154082.13931592245
2844,316900.66053821135
2845,113249.05888612146
2846,168614.67396997253
2847,202257.88338428029
2848,269764.1099096987
2849,144411.62552992874
2850,147495.81302490528
2851,219318.04666384423
2852,237580.8246256387
2853,175975.1409662519
2854,342035.4064772667
2855,254619.12538402533
2856,192355.9214011327
2857,180347.1898057882
2858,181052.45049476856
2859,209697.60927584325
2860,151458.95950002468
2861,229337.149943928
2862,181370.5210436085
2863,182093.05080296233
2864,336528.27505113895
2865,351597.1653785695
2866,152265.9165324934
2867,382659.0269673962
2868,168987.99084627407
2869,68981.8743251291
2870,253906.44679349026
2871,206526.58803294698
2872,135737.24213415015
2873,192539.57482680833
2874,221343.47019598042
2875,399677.482865049
2876,152140.24291447666
2877,187893.29988231394
2878,183082.46019326683
2879,191707.4050915395
2880,329448.2389069244
2881,282268.7543848466
2882,423887.52047257393
2883,115959.12908210291
2884,112042.46105692047
2885,284881.0095133853
2886,281555.60644085717
2887,127372.98930220582
2888,241086.0239734991
2889,193248.31109856616
2890,258727.1508679313
2891,145647.79250915098
2892,420642.5469592154
2893,203513.40462466265
2894,219458.34177793583
2895,226399.00846740705
2896,265934.8153540311
2897,289277.36745365424
2898,328087.895749601
2899,240500.06885244796
2900,187404.4726899244
2901,196570.86245351093
2902,232764.06260986655
2903,257524.26167763906
2904,185747.4465669398
2905,219350.63989756504
2906,197163.6710949216
2907,175188.68669199702
2908,219103.26709294133
2909,152429.54945059962
2910,175981.83115497392
2911,163568.81354504987
2912,248885.43161478857
2913,420965.39206541947
2914,250629.1966672238
2915,183938.2786575186
2916,191124.42909597623
2917,280263.5249736391
2918,365210.0464087582
2919,342373.95358143176
2920,235491.2659254888
2921,238309.09567713944
2922,459652.65374863107
2923,206022.83435024953
2924,232972.82404650378
2925,138773.92783147466
2926,177125.13818971466
2927,206755.30521476342
2928,293148.6758143639
2929,163161.15322459556
2930,201778.38344609953
2931,127182.89219023513
2932,293318.4064529434
2933,180125.6193084603
2934,140596.87303877439
2935,193303.49927459517
2936,161090.63450002306
2937,298926.80824902694
2938,278446.17652118887
2939,159895.7737699545
2940,203103.67007304257
2941,184597.830062938
2942,207216.1646749855
2943,486832.3575353763
2944,180364.758046511
2945,176020.57701517988
2946,132603.06853746343
2947,133788.63375579333
2948,181590.25826681207
2949,204941.81173644168
2950,186659.58659334
2951,130727.70561331426
2952,304276.14233355434
2953,132147.85458992366
2954,138746.5923954367
2955,191961.41412079282
2956,184492.0318623587
2957,292063.93340322777
2958,188576.084094656
2959,233406.5731368076
2960,245790.16337114194
2961,236691.9918233896
2962,181779.81145130922
2963,108312.99779332265
2964,150709.55612077547
2965,235721.24513196072
2966,196809.05458164448
2967,139789.90578603296
2968,134329.00948905517
2969,269602.79565013724
2970,131934.58774784888
2971,145156.32005058642
2972,180024.44954693428
2973,118844.31952423902
2974,183604.7613673974
2975,206441.6223923696
2976,226557.12450293932
2977,195463.1806186246
2978,188074.32318175642
2979,247116.15612127315
2980,237443.46704778395
2981,302478.12095277885
2982,129464.75316689395
2983,323001.9406161044
2984,179031.0534325793
2985,88474.23046266992
2986,181595.59863688538
2987,184244.67078216397
2988,114450.91590496265
2989,185430.31577184598
2990,281641.960642705
2991,182297.27901701655
2992,145606.92659201735
2993,163690.23235600782
2994,272788.5763565731
2995,141701.19526375737
2996,162091.94236635856
2997,423075.0877214744
2998,261477.02981170092
2999,161984.1845479382
3000,241413.12937726543
3001,223807.45556914827
3002,436283.93235457625
3003,218629.17079053767
3004,259963.21257460775
3005,178562.57519537502
3006,326605.21635583753
3007,453718.54547521233
3008,175616.55579138946
3009,180446.53628767547
3010,199240.38079458193
3011,248323.51652897705
3012,177106.20023819516
3013,144161.31086918848
3014,141615.8087421075
3015,163898.79681381705
3016,213279.11413958747
3017,120072.72871443164
3018,394085.3938608525
3019,116740.63962150598
3020,195880.42242116702
3021,325671.1537737889
3022,181544.76382066702
3023,333704.66852174007
3024,368669.8351582059
3025,350975.87695932115
3026,344438.1806520732
3027,214483.59250556215
3028,356770.5231482583
3029,302585.55725669046
3030,175221.74005515187
3031,256934.85222277814
3032,217950.79694267453
3033,169504.8893735426
3034,213837.6310340255
3035,195237.72525272518
3036,161743.6648350367
3037,217935.04268453768
3038,275564.72584641713
3039,207084.51814742875
3040,88818.62147869612
3041,164124.13107620322
3042,130488.98715355553
3043,185972.977579376
3044,386369.4108377213
3045,213441.48203458273
3046,198176.4346542264
3047,207494.6031626856
3048,231322.9896934626
3049,172822.17724357406
3050,200683.5176055932
3051,340956.2001325341
3052,160510.43762421544
3053,273988.65255090577
3054,177783.84681814924
3055,280853.99081542453
3056,127211.44139650287
3057,202096.99904346486
3058,120505.06399381872
3059,195820.01474836993
3060,134131.04229141885
3061,251969.89978281606
3062,152999.98439560583
3063,256681.64092809273
3064,193225.57588126112
3065,151234.8901500277
3066,214712.35072544866
3067,134666.99670560972
3068,134460.5139437944
3069,123823.36681718369
3070,107096.28346304347
3071,248758.82125832996
3072,207438.56292379263
3073,188740.30353565005
3074,285578.7758012651
3075,281109.6091348538
3076,225432.1033181934
3077,303404.7399962452
3078,180651.56825545712
3079,279739.9120908655
3080,95941.26285712254
3081,177698.846043156
3082,154270.5631055776
3083,245692.92087700794
3084,199975.8383978247
3085,207881.1752942842
3086,273936.0909056391
3087,412240.5604102466
3088,332520.4428970843
3089,148498.10776956947
3090,263518.2312507667
3091,187150.38380401226
3092,198733.26091936333
3093,120629.77466366017
3094,190765.55900128128
3095,314061.1313639978
3096,199667.2499074972
3097,213119.56054250398
3098,219327.23041401058
3099,185632.1193921315
3100,257971.62894848478
3101,288259.2173172378
3102,153966.94462277374
3103,201975.81519776277
3104,252666.58411713652
3105,221148.73438106352
3106,199907.3449126419
3107,171788.1233652756
3108,209998.6362301942
3109,244177.26597857548
3110,188617.98022539183
3111,237165.75866975126
3112,175950.7621679906
3113,225863.3179223851
3114,172123.8795643863
3115,191097.6035152572
3116,331762.53718471894
3117,270043.65043051634
3118,159479.53537242
3119,187394.51487488448
3120,198058.12538137237
3121,168647.06109458322
3122,108081.81958956426
3123,149361.6291360971
3124,206633.84721745495
3125,307396.5731381529
3126,189901.43190005064
3127,82399.08225483475
3128,168797.06911995617
3129,242190.68684368156
3130,151689.08298079003
3131,237544.3136326551
3132,331330.95828142215
3133,252659.85379917998
3134,268642.35957649816
3135,164605.3388104941
3136,217594.31616466795
3137,186289.93966368336
3138,178893.44324486615
3139,148528.9152917833
3140,123832.57396858801
3141,385305.64787928556
3142,287664.3683338046
3143,125803.29860416206
3144,193973.26628232416
3145,387527.0619501471
3146,291611.91389618826
3147,334380.7692380405
3148,419438.7893040325
3149,238457.67989062346
3150,197035.40178090415
3151,156599.276630602
3152,281392.55011243396
3153,212384.97242767093
3154,226022.7653418038
3155,236725.9060877521
3156,165095.4733929067
3157,152831.09027384015
3158,158875.6459340723
3159,232248.4674367875
3160,158706.27799830688
3161,169243.53511906948
3162,289616.19035410555
3163,203646.71326947928
3164,242993.21207337925
3165,179656.6043505084
3166,267079.7288218702
3167,68446.88335416006
3168,451862.9817430261
3169,366806.1142015087
3170,377619.84600878495
3171,182963.5414899908
3172,223935.0969724857
3173,231442.467835143
3174,137550.83881371273
3175,151535.29257577265
3176,203298.21436577503
3177,255143.35696178116
3178,177833.43246734716
3179,142636.69289233923
3180,241847.91098474112
3181,250695.64350958026
3182,222092.08960689884
3183,450819.23866023537
3184,208106.31672413374
3185,241546.26234423832
3186,287592.176638032
3187,135219.09914092446
3188,243658.3016508672
3189,154440.73117104132
3190,508940.77350889205
3191,410991.81095144
3192,168629.8496866336
3193,216105.44690102723
3194,209563.84491783762
3195,246525.3648570505
3196,173605.7479290923
3197,163775.4522648379
3198,109063.96686029778
3199,190617.76788330745
3200,168318.23105291507
3201,92868.7344657148
3202,181539.61598384986
3203,165546.9152202851
3204,147310.72891126465
3205,127066.97907564585
3206,195338.5362194127
3207,370259.557877625
3208,209555.02846031406
3209,172050.98722269887
3210,187993.15228178157
3211,177602.9311184116
3212,429104.01276355656
3213,169193.1538656576
3214,209905.17474839473
3215,188544.66091667482
3216,175817.54655932897
3217,233933.8406714961
3218,121444.0579630669
3219,181494.94705176135
3220,175147.50306730808
3221,200802.3159083175
3222,156036.11604556078
3223,254591.60997511575
3224,326801.47324125457
3225,180257.58420165992
3226,174357.60409776174
3227,144447.55800539296
3228,387531.4907989656
3229,153002.8501859209
3230,168852.0184098807
3231,320144.69619697344
3232,159171.11661952536
3233,190201.37053721226
3234,180090.56612480545
3235,139996.7800072028
3236,186501.1414618269
3237,294804.5169793686
3238,452932.5707083431
3239,196215.00695231397
3240,206620.36943911188
3241,150152.623360104
3242,208625.37518207822
3243,169840.71460236923
3244,190554.18197959845
3245,219346.28277602186
3246,206670.18145621536
3247,164959.7246775458
3248,210777.989604956
3249,201656.5609289357
3250,253503.63597911887
3251,173857.36826264867
3252,406128.04342159117
3253,176131.1420290265
3254,244467.47367994976
3255,295624.8229497643
3256,116173.75616886198
3257,176670.1005394053
3258,384008.2718035469
3259,191328.36714877124
3260,389616.5872624776
3261,92104.68109053948
3262,429009.12100701657
3263,183804.12888457443
3264,237836.36988430447
3265,292424.1624140198
3266,443197.74248338665
3267,223596.86177798797
3268,326550.4949068251
3269,184501.73848501063
3270,157955.86813911478
3271,175839.3683601775
3272,179051.77122474974
3273,303369.8367549672
3274,353398.8258786834
3275,173170.33378919223
3276,245280.72806342234
3277,439329.35849819664
3278,158316.45796549515
3279,233866.0287921541
3280,200685.52616909155
3281,141330.62680856802
3282,207625.78577964925
3283,314440.4528126761
3284,137607.49800112477
3285,132858.87763917883
3286,150894.95979985205
3287,139157.70868812667
3288,222549.94912872376
3289,224973.3271377091
3290,142848.08511288665
3291,149127.6571582631
3292,170836.00912699534
3293,172141.2107193871
3294,146462.8230013491
3295,173307.55377331944
3296,303260.54016395914
3297,164536.31090954453
3298,216224.5761264505
3299,282414.2725503833
3300,177408.24718941282
3301,178447.1274717403
3302,377218.3838866032
3303,178340.55719469604
3304,176594.48009741507
3305,309026.3467294191
3306,210802.3762380399
3307,198416.48121392963
3308,168002.48156042933
3309,154758.11517023676
3310,144804.26088059368
3311,348603.02085692075
3312,322513.63619148365
3313,253309.15703094352
3314,295333.7093268991
3315,333342.557338068
3316,397886.8226883666
3317,203958.88150137817
3318,111161.27429729409
3319,177001.58285001788
3320,215415.9854287922
3321,222984.150333671
3322,164514.3958334029
3323,107616.177467314
3324,216588.20226505047
3325,370262.9369712882
3326,272800.03131117875
3327,436399.97245291056
3328,180124.85598914442
3329,267070.10123573366
3330,212304.88925147103
3331,410990.23409046675
3332,192829.96062201305
3333,275748.07101986336
3334,243964.1002807855
3335,220063.94050644108
3336,196922.25857128375
3337,132326.03271798766
3338,191076.41029271713
3339,194664.36159757475
3340,270801.44123307057
3341,219806.87476742457
3342,175613.41021271233
3343,216825.4087258099
3344,201417.1796611174
3345,152295.46782993365
3346,191820.97277709842
3347,194996.620708522
3348,421076.9499723011
3349,284010.35255803243
3350,284232.32518124254
3351,130991.40202332291
3352,190954.8884887758
3353,323670.74233678903
3354,199045.70065545203
3355,368146.50609982153
3356,134047.2054471235
3357,212309.11334536696
3358,244088.75620928497
3359,270777.718000937
3360,289914.5692459342
3361,168846.1903142086
3362,375727.8332312963
3363,139130.28646704726
3364,152935.9043977398
3365,180849.98295497848
3366,236407.34470820156
3367,254732.19526637736
3368,289008.9259400843
3369,266659.7240496146
3370,176101.57945332018
3371,192566.88500523163
3372,354315.4107893372
3373,166587.650388437
3374,117122.01704708631
3375,83647.89527314206
3376,180909.9690294998
3377,199664.688626083
3378,206901.15003762732
3379,176265.3673100817
3380,191349.2034714733
3381,225813.33312004033
3382,137806.62838899883
3383,114355.64942357676
3384,167173.81714434232
3385,232274.46760849564
3386,167996.40567834646
3387,205318.50466352166
3388,204081.80991289864
3389,199047.94983797427
3390,210687.38174422027
3391,217336.9664654611
3392,276655.33976010984
3393,132781.56639550556
3394,183652.56613678273
3395,120071.45482324835
3396,156029.9524475107
3397,259541.66088435578
3398,227822.5075767742
3399,206223.04421098015
3400,378815.8691266156
3401,167299.2993636745
3402,202486.55850646333
3403,171656.10163460072
3404,182069.03031215077
3405,163701.64891108076
3406,430658.24210156774
3407,177652.09654541334
3408,213012.69601680126
3409,135597.8804049549
3410,201801.90028735265
3411,149408.17359706006
3412,177067.13189177614
3413,228587.64682359327
3414,241533.28958841847
3415,239936.39455743931
3416,194457.19885523515
3417,181249.3916753561
3418,180994.0113613396
3419,178152.57921565775
3420,108515.92763188561
3421,267333.821361514
3422,281567.096822122
3423,223841.0940822509
3424,192553.49928650228
3425,208709.19968365593
3426,183865.1373845175
3427,160711.02828069398
3428,254619.53022126702
3429,246234.0121923087
3430,146939.82661672423
3431,217260.4581485611
3432,181309.29696284147
3433,225128.142609401
3434,148388.99663638632
3435,190936.3332359664
3436,253964.14931061774
3437,212453.67958864127
3438,236781.60146643093
3439,218903.1433925698
3440,256490.3424459482
3441,256571.55331076923
3442,182225.8078450671
3443,153168.22806243648
3444,167283.4786756207
3445,112970.64664487788
3446,419630.6207016127
3447,160081.5335948335
3448,189242.82048470355
3449,133644.42281856402
3450,146877.4349560005
3451,221557.5633163319
3452,205504.6144130948
3453,400017.8717719581
3454,171497.02927934693
3455,206857.38884232243
3456,184469.01152647886
3457,159740.13740110403
3458,170356.07535042652
3459,102724.19294320291
3460,174464.88791743992
3461,162496.5453063159
3462,215623.89021489478
3463,238751.96453759773
3464,167681.94100723468
3465,172571.27352331538
3466,136255.4184956493
3467,203925.98687547058
3468,185420.59212421003
3469,390993.0353970254
3470,176613.681261227
3471,313330.3432066841
3472,179100.3336428218
3473,130242.26762149816
3474,377859.09344053507
3475,232666.08946154139
3476,207927.2121404785
3477,256294.67631006095
3478,250260.0228027421
3479,241267.1774166261
3480,151667.90597206177
3481,154916.67274587756
3482,173885.68521208348
3483,260366.0479577296
3484,178973.86855541382
3485,106579.61685069883
3486,212725.81378022238
3487,170760.8789108939
3488,174789.61983706217
3489,208371.90106682436
3490,135513.57456146766
3491,199492.66047130877
3492,176366.958678933
3493,216495.19345513228
3494,180077.63730054174
3495,149692.20492227987
3496,197875.7341977396
3497,185780.2994088876
3498,181315.20659797653
3499,181233.0354937692
3500,262996.41916779795
3501,143121.84621755386
3502,172518.8622626777
3503,231500.6770659633
3504,172841.0205876753
3505,178545.8137197429
3506,143560.46153659112
3507,127874.0673912076
3508,230224.1852690229
3509,263140.7210603602
3510,161010.10964539685
3511,189725.6419116688
3512,179054.50055444433
3513,233905.25554845692
3514,272765.05079026095
3515,177148.30674524588
3516,141559.52781498173
3517,200025.02081304026
3518,180949.14111759173
3519,145400.12137020755
3520,188243.69761432853
3521,183301.85054536382
3522,186371.99197778836
3523,216442.0649282329
3524,179075.15464678686
3525,181779.0673060819
3526,206106.87829715552
3527,204019.12890684162
3528,177754.93792309522
3529,317333.31069784233
3530,191607.07424561205
3531,207543.38525021262
3532,298508.49599834374
3533,179990.76958496292
3534,207313.02999935177
3535,184275.11276510483
3536,234333.96608107848
3537,338531.36011698254
3538,280102.07936663856
3539,292175.8268093917
3540,171277.5316290755
3541,260297.64230732684
3542,157181.5379234505
3543,268465.53096543625
3544,176069.49712296703
3545,276644.594242562
3546,156921.69162893202
3547,253448.93820879038
3548,411393.3319912054
3549,101381.28539143587
3550,244431.71267359468
3551,192923.7197748309
3552,168795.98853527772
3553,203775.7200117238
3554,191495.46244335917
3555,182867.7442534179
3556,323958.99110592005
3557,251264.8825062295
3558,473894.6683671938
3559,108092.23160831642
3560,222686.11817307142
3561,195278.21644530597
3562,212751.016575908
3563,195417.18547096587
3564,83550.22730240102
3565,157980.1131559857
3566,196949.71380826022
3567,261669.1211440232
3568,220333.31062947985
3569,119192.52679329296
3570,170927.56544420417
3571,268828.5014065346
3572,371576.11979149934
3573,205778.58488185433
3574,168354.87403593524
3575,266791.0303288383
3576,219565.11347451003
3577,167680.18171575922
3578,170075.559668463
3579,375068.46075150016
3580,199876.02133674882
3581,179588.9505204176
3582,148217.24688628878
3583,253016.22255981993
3584,229409.79673078482
3585,231315.73165586096
3586,147496.17158723358
3587,279735.5286571505
3588,326201.9822823828
3589,155529.63164788904
3590,195520.35391921067
3591,177118.39714286593
3592,306301.7122108192
3593,188379.15228765164
3594,216599.65971412027
3595,142891.36471055032
3596,372352.4119148317
3597,269573.3232226473
3598,188707.21331344164
3599,254406.80315436967
3600,353137.94668337493
3601,203304.34295720543
3602,133703.1618460997
3603,292935.0246536106
3604,177111.50244568658
3605,149968.65387132764
3606,192479.66607210884
3607,146943.45115137592
3608,103646.9752999727
3609,170057.64090991498
3610,171125.23020716623
3611,147877.974902248
3612,181040.85953253554
3613,176625.36559148497
3614,295105.09944492247
3615,138267.5093304171
3616,150615.51610278635
3617,222026.44571782165
3618,239517.28730814182
3619,243122.57098249494
3620,134317.59479735926
3621,215015.04167631993
3622,192196.12549100016
3623,274490.4892946669
3624,254302.8536916615
3625,184326.44236557945
3626,222089.41523756192
3627,264287.3077886628
3628,226338.2399356117
3629,180637.86549547844
3630,241372.0143377884
3631,191128.03486834586
3632,253690.86595187173
3633,284918.8613144426
3634,208254.35611245077
3635,216277.44346561903
3636,225396.35540590907
3637,131598.6768592173
3638,130260.15516320443
3639,291069.41697139706
3640,179145.84427974976
3641,218677.08035560322
3642,155462.29464304794
3643,112646.22621379656
3644,230214.36024315542
3645,195975.72831164434
3646,307806.48658076883
3647,152989.09974768592
3648,205878.68504419868
3649,122803.18099289111
3650,181185.67422553725
3651,171227.7371231962
3652,166772.64306212752
3653,315309.90641048603
3654,358453.0498176439
3655,184869.33712876544
3656,217163.97050933747
3657,212856.99280179958
3658,90492.67505792643
3659,261705.22665113877
3660,347854.8836912709
3661,199148.27201245585
3662,169683.70853050635
3663,157281.63021562726
3664,300545.5964461569
3665,237749.8871639098
3666,166476.3979304129
3667,269675.60888857895
3668,205823.6813432911
3669,226549.78264141618
3670,247684.8140851632
3671,184039.33035018627
3672,242320.248509164
3673,201252.5951931121
3674,130615.37367537705
3675,267123.3844829724
3676,160668.81466872603
3677,170023.98254372724
3678,312071.19623984385
3679,187454.90436140058
3680,126959.58136114731
3681,148152.5675832671
3682,215044.24392488872
3683,232998.35007576822
3684,204614.38102053048
3685,355244.32273379096
3686,173286.76919541662
3687,202899.31993954646
3688,278496.61420541746
3689,186685.3661124533
3690,176226.49975908035
3691,172454.29397788903
3692,164324.07246938228
3693,307912.7380330865
3694,460850.1885570683
3695,126468.47475818516
3696,200420.82090780002
3697,196193.47060191174
3698,353256.3191394293
3699,239332.56038034728
3700,426133.85603845905
3701,290358.12748660153
3702,200009.4017065597
3703,412216.5478397536
3704,302757.30131939147
3705,384219.6722518932
3706,127265.09546597397
3707,176587.46941903257
3708,152424.37697851143
3709,152044.05950806744
3710,335674.6649447143
3711,230123.59761197175
3712,184630.02319512982
3713,229355.9435307386
3714,185568.68012819445
3715,172072.7395097312
3716,127092.75401123166
3717,189743.33010215682
3718,144937.18467603705
3719,441046.51042265753
3720,198286.25268052024
3721,238330.26033284946
3722,301118.2257890412
3723,268601.90507614595
3724,138319.56151558156
3725,207920.9850869344
3726,109028.9908320363
3727,190893.84055267266
3728,169293.2313599911
3729,154859.16305273812
3730,382076.0471888258
3731,169081.6742753274
3732,127997.07124508808
3733,245173.33926862353
3734,146814.16741956602
3735,144511.937317093
3736,213070.68498086074
3737,104684.29554328685
3738,126582.07148186311
3739,156044.49539898796
3740,368266.303969605
3741,172688.76297367818
3742,250064.22373310087
3743,159330.2733884554
3744,171865.25689248278
3745,309910.96837670985
3746,211431.60018756174
3747,91394.39519586891
3748,322397.23604742985
3749,134297.17991249773
3750,231137.42883378253
3751,89169.34367812933
3752,235017.22282493947
3753,142117.9376325018
3754,152670.5529501225
3755,143187.6169322537
3756,203157.3263994037
3757,150137.1272623297
3758,181674.62698261582
3759,190759.81841277436
3760,176877.4873973607
3761,196741.9018389508
3762,187016.920607828
3763,366553.5910960029
3764,247552.7100507593
3765,171551.66892651317
3766,256539.7387138699
3767,168813.6476108311
3768,180442.66845545455
3769,157723.02277863896
3770,269707.6872933385
3771,172503.49732875772
3772,186396.8652592767
3773,157295.54993104504
3774,247523.3192568504
3775,286252.6317302306
3776,228101.6682554258
3777,337207.03961815004
3778,229184.15610965804
3779,138884.7722095457
3780,199711.76682859103
3781,167407.13116366713
3782,164784.41264433519
3783,314221.3297268004
3784,168259.33774620053
3785,409729.10800166125
3786,165817.07944026828
3787,204620.88653190623
3788,125160.33315850263
3789,195076.30135161005
3790,129690.14098329605
3791,241457.11357598752
3792,371974.6516658759
3793,285005.55713782256
3794,149551.20365791704
3795,328423.5814019222
3796,182786.07190371313
3797,237290.7396925377
3798,272801.4524097363
3799,253284.5438875337
3800,321917.78333510476
3801,171056.01305235064
3802,237335.96479476636
3803,217261.42194025972
3804,122243.93025806273
3805,151779.67792211522
3806,195279.5582428351
3807,388324.5318234703
3808,340810.3682469354
3809,337533.571796328
3810,130864.91827851138
3811,233395.57742404682
3812,156992.7738966031
3813,359432.00497192965
3814,179857.95984669722
3815,194174.44784288484
3816,223947.07640175716
3817,244577.85678057108
3818,204978.57533184424
3819,175049.75903743543
3820,219341.4103900312
3821,259251.8499077404
3822,295428.39420821564
3823,199954.6027030913
3824,402270.3713058478
3825,159847.64921925706
3826,198804.1069886466
3827,144442.09820220468
3828,136597.28819292132
3829,127557.8338229885
3830,206501.2056848469
3831,181481.74496104705
3832,323414.26482416416
3833,207270.16216817332
3834,261560.7014752426
3835,176819.16943348895
3836,188623.67615017298
3837,307712.75615609024
3838,187019.38434501138
3839,150783.04221694038
3840,155174.3841210394
3841,182255.1180761235
3842,180751.6685447301
3843,188403.8521643428
3844,186255.3869195634
3845,167312.48999897455
3846,233005.2355393275
3847,195039.81684461565
3848,178585.91182070537
3849,154815.11595755286
3850,220731.8092069558
3851,212759.62119206548
3852,173142.9975482888
3853,235151.68137816555
3854,184262.96657362505
3855,247098.4130586058
3856,148847.0249067943
3857,166893.78038470584
3858,330546.21421707515
3859,301064.57667513477
3860,180015.31126378186
3861,201503.4892997568
3862,401023.82662330946
3863,251314.23338492747
3864,195866.37553873291
3865,191061.01897694406
3866,467697.8599005799
3867,151494.9348102403
3868,173895.15012587022
3869,189514.342136862
3870,145845.83670338616
3871,200399.82078152875
3872,433973.12035441044
3873,302139.3548889426
3874,192010.6441265932
3875,308317.33669788175
3876,165996.87941422456
3877,164140.9778132059
3878,139322.84161573168
3879,173123.74290399413
3880,160554.14901589992
3881,169800.51157806037
3882,141682.75438935746
3883,137951.60498340408
3884,316786.75383035303
3885,177341.39295687055
3886,280355.1206234548
3887,261706.20533041848
3888,224443.16711042487
3889,127971.30579880757
3890,127986.99532148239
3891,175127.6120584033
3892,234683.91480396324
3893,397081.75503118965
3894,180603.24414480425
3895,219137.6605722447
3896,302687.9961120356
3897,152300.27393407596
3898,255113.5012698204
3899,113816.9711711605
3900,124659.2280784235
3901,184837.7943088581
3902,284873.9864010743
3903,250902.7154130885
3904,241065.0155049935
3905,71713.8314038834
3906,188453.32753153282
3907,180002.050853341
3908,345163.43365123885
3909,177562.7300174489
3910,187346.26681546564
3911,269244.1806107611
3912,168685.6125353685
3913,176316.83687836028
3914,180185.48759712875
3915,179665.01696985096
3916,229933.59695677803
3917,381970.3674164237
